Accession	BioProjects	BioSample accession	Completeness	Gene count	Geographic Location	Geographic Region	Geographic State	Host Common Name	Host Infraspecific Names Breed	Host Infraspecific Names Cultivar	Host Infraspecific Names Ecotype	Host Infraspecific Names Isolate	Host Infraspecific Names Sex	Host Infraspecific Names Strain	Host Name	Host Pangolin Classification	Host Taxonomic ID	Is Annotated	Is Complete	Is Lab Host	Is Vaccine Strain	Isolate Collection date	Isolate Lineage	Isolate Lineage source	Lab Host	Length	Mature peptide count	Molecule type	Nucleotide completeness	Protein count	Purpose of Sampling	Release date	Segment	Source database	SRA Accessions	Submitter Affiliation	Submitter Country	Submitter Names	Update date	Virus Common Name	Virus Infraspecific Names Breed	Virus Infraspecific Names Cultivar	Virus Infraspecific Names Ecotype	Virus Infraspecific Names Isolate	Virus Infraspecific Names Sex	Virus Infraspecific Names Strain	Virus Name	Virus Pangolin Classification	Virus Taxonomic ID
KX352208.1			PARTIAL	1	Brazil: Para, Belem	South America									Homo sapiens		9606	true				2012	VZVs/Belem.BRA/26.12/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352209.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/26.12/V[5]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352210.1			PARTIAL	1	Brazil: Para, Ananindeua	South America									Homo sapiens		9606	true				2012	VZVs/Ananindeua.BRA/28.12/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KX352211.1			PARTIAL	1	Brazil: Para, Marituba	South America									Homo sapiens		9606	true				2012	VZVs/Marituba.BRA/30.12/V[1or3]			223				1		2016-12-21T00:00:00Z		GenBank		Instituto Evandro Chagas, Virology	Brazil	Costa,M.R.M.,Monteiro,T.A.F.,Linhares,A.C.,Costa,I.B.,Kaiano,J.H.L.,Oliveira,D.S.,Ramos,F.L.P.,Sousa,R.C.M.	2016-12-21T00:00:00Z								Human alphaherpesvirus 3		10335
KY037796.1			COMPLETE	73	USA	North America									Homo sapiens		9606	true				2012-03-19	VZVs/PicoRivera.CA.USA/12.12/Z_2			125220				73		2017-03-04T00:00:00Z		GenBank		Centers for Disease Control and Prevention, Measles, Mumps, Rubella & Herpesviruses Laboratory Branch; Division of Viral Diseases	USA	Jensen,N.J.,Rivailler,P.,Tseng,H.F.,Quinlivan,M.L.,Radford,K.,Folster,J.,Harpaz,R.,LaRussa,P.,Jacobsen,S.,Scott Schmid,D.,Jensen,N.,Radford,K.W.,Tseng,H.-F.,Larussa,P.S.,Jacobsen,S.J.,Schmid,S.D.	2020-12-16T00:00:00Z								Human alphaherpesvirus 3		10335
KY037797.1			COMPLETE	73	USA	North America									Homo sapiens		9606	true				2014-08-18	VZVs/RanchoCucamong.CA.USA/34.14/Z_5			124840				73		2017-03-04T00:00:00Z		GenBank		Centers for Disease Control and Prevention, Measles, Mumps, Rubella & Herpesviruses Laboratory Branch; Division of Viral Diseases	USA	Jensen,N.J.,Rivailler,P.,Tseng,H.F.,Quinlivan,M.L.,Radford,K.,Folster,J.,Harpaz,R.,LaRussa,P.,Jacobsen,S.,Scott Schmid,D.,Jensen,N.,Radford,K.W.,Tseng,H.-F.,Larussa,P.S.,Jacobsen,S.J.,Schmid,S.D.	2020-12-16T00:00:00Z								Human alphaherpesvirus 3		10335
KY037798.1			COMPLETE	73	USA	North America									Homo sapiens		9606	true				2012-04-23	VZVs/SanDimas.CA.USA/17.12/Z_9			125213				73		2017-03-04T00:00:00Z		GenBank		Centers for Disease Control and Prevention, Measles, Mumps, Rubella & Herpesviruses Laboratory Branch; Division of Viral Diseases	USA	Jensen,N.J.,Rivailler,P.,Tseng,H.F.,Quinlivan,M.L.,Radford,K.,Folster,J.,Harpaz,R.,LaRussa,P.,Jacobsen,S.,Scott Schmid,D.,Jensen,N.,Radford,K.W.,Tseng,H.-F.,Larussa,P.S.,Jacobsen,S.J.,Schmid,S.D.	2020-12-16T00:00:00Z								Human alphaherpesvirus 3		10335
KY405826.1			PARTIAL																				vaccine ZostaVax			307						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405827.1			PARTIAL																				vaccine ZostaVax			299						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405828.1			PARTIAL																				vaccine ZostaVax			320						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405829.1			PARTIAL																				vaccine ZostaVax			310						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405830.1			PARTIAL																				vaccine Baike			307						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405831.1			PARTIAL																				vaccine Baike			299						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405832.1			PARTIAL																				vaccine Baike			320						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405833.1			PARTIAL																				vaccine Baike			310						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405834.1			PARTIAL																				SNP69349			300						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405835.1			PARTIAL																				SNP106262			299						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405836.1			PARTIAL																				SNP107252			320						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
KY405837.1			PARTIAL																				SNP108111			310						2017-08-06T00:00:00Z		GenBank		National Infection Service, Public Health England, Virus Reference Department		Jin,L.,Xu,S.,Maple,P.A.C.,Xu,W.,Brown,K.E.	2017-08-06T00:00:00Z								Human alphaherpesvirus 3		10335
LC314446.1			PARTIAL	1	Japan	Asia									Homo sapiens		9606	true				2016-05-14	patientKyoT			1026				1		2017-08-03T00:00:00Z		GenBank		Department of Virology; 2630 Sugitani, Toyama, Toyama 930-0194	Japan	Sato,A.,Okamiya,T.,Moriya,Y.,Sugita,S.,Yamada,H.,Shiraki,K.	2017-08-03T00:00:00Z								Human alphaherpesvirus 3		10335
LC314447.1			PARTIAL	1	Japan	Asia									Homo sapiens		9606	true				2016-05-14	patientKyoTstop170			1025				1		2017-08-03T00:00:00Z		GenBank		Department of Virology; 2630 Sugitani, Toyama, Toyama 930-0194	Japan	Okamiya,T.,Moriya,Y.,Sato,A.,Sugita,S.,Yamada,H.,Shiraki,K.	2017-12-07T00:00:00Z								Human alphaherpesvirus 3		10335
LC314586.1			PARTIAL	1	Japan	Asia									Homo sapiens		9606	true				2016-05-14	patientKyoTW277C			1026				1		2017-08-03T00:00:00Z		GenBank		Department of Virology; 2630 Sugitani, Toyama, Toyama 930-0194	Japan	Moriya,Y.,Sato,A.,Okamiya,T.,Sugita,S.,Yamada,H.,Shiraki,K.	2017-12-07T00:00:00Z								Human alphaherpesvirus 3		10335
LC317005.1			PARTIAL	1	Japan:Toyama	Asia									Homo sapiens		9606	true				2017-07-04	patientToyA			1026				1		2017-08-25T00:00:00Z		GenBank		Department of Virology; 2630 Sugitani, Toyama, Toyama 930-0194	Japan	Sugita,S.,Okamiya,T.,Sato,A.,Moriya,Y.,Nishida,N.,Kimura,M.,Yamada,H.,Shiraki,K.	2017-12-07T00:00:00Z								Human alphaherpesvirus 3		10335
LC317006.1			PARTIAL	1	Japan:Toyama	Asia									Homo sapiens		9606	true				2017-07-04	patientToyAstop90			1025				1		2017-08-25T00:00:00Z		GenBank		Department of Virology; 2630 Sugitani, Toyama, Toyama 930-0194	Japan	Sugita,S.,Sato,A.,Moriya,Y.,Okamiya,T.,Nishida,N.,Kimura,M.,Yamada,H.,Shiraki,K.	2017-12-07T00:00:00Z								Human alphaherpesvirus 3		10335
LC317007.1			PARTIAL	1	Japan:Toyama	Asia									Homo sapiens		9606	true				2017-07-04	patientToyAI210del			1023				1		2017-08-25T00:00:00Z		GenBank		Department of Virology; 2630 Sugitani, Toyama, Toyama 930-0194	Japan	Sugita,S.,Moriya,Y.,Sato,A.,Okamiya,T.,Nishida,N.,Kimura,M.,Yamada,H.,Shiraki,K.	2017-12-07T00:00:00Z								Human alphaherpesvirus 3		10335
LC642111.1			PARTIAL	1	Iraq: Thiqar,nasiriaha	Asia									Homo sapiens		9606	true				2021	NH6			183				1		2021-07-13T00:00:00Z		GenBank		Microbiology; Alniel, Al Nasiriyah, Thiqar 64001	Iraq	Shallal,Mohammed,J.M.,Ali,N.,Hind,A.N.,Mater,A.D.	2021-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
LC642112.1			PARTIAL	1	Iraq	Asia									Homo sapiens		9606	true				2021	Mh5			186				1		2021-07-13T00:00:00Z		GenBank		Microbiology; Alniel, Al Nasiriyah, Thiqar 64001	Iraq	Shallal,Mohammed,J.M.,Ali,N.,Hind,A.N.,Mater,A.D.	2021-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
LC642113.1			PARTIAL	1	Iraq: Nasiriyah	Asia									Homo sapiens		9606	true				2021	MH4			186				1		2021-07-13T00:00:00Z		GenBank		Microbiology; Alniel, Al Nasiriyah, Thiqar 64001	Iraq	Shallal,Mohammed,J.M.,Ali,N.,Hind,A.N.,Mater,A.D.	2021-08-11T00:00:00Z								Human alphaherpesvirus 3		10335
LC659472.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2021	MH1			174						2021-11-27T00:00:00Z		GenBank		Microbiology; Alniel, Al Nasiriyah, thiqar 64001	Iraq	Mater,A.D.,Shallal- Mohammed,J.M.,Hind,A.N.,Alaa,N.	2021-11-27T00:00:00Z								Human alphaherpesvirus 3		10335
LC659473.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2021	MH2			168						2021-11-27T00:00:00Z		GenBank		Microbiology; Alniel, Al Nasiriyah, thiqar 64001	Iraq	Mater,A.D.,Hind,A.N.,Alaa,N.,Shallal,Mohammed,J.M.	2021-11-27T00:00:00Z								Human alphaherpesvirus 3		10335
LC659474.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2021	MH3			173						2021-11-27T00:00:00Z		GenBank		Microbiology; Alniel, Al Nasiriyah, thiqar 64001	Iraq	Mater,A.D.,Hind,A.N.,Alaa,N.,Shallal,Mohammed,J.M.	2021-11-27T00:00:00Z								Human alphaherpesvirus 3		10335
LC894479.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1euro2			472						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894480.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah2euro2			474						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894481.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah3Mosaic1			447						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894482.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah4Mosaic1			456						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894483.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah5Mosaic1			450						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894484.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah6Mosaic1			453						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894485.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah7Mosaic1			464						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894486.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah8Mosaic1			473						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894487.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah9Mosaic1			467						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894488.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah10Mosaic1			465						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894489.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah11euro2			474						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894490.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah12Mosaic1			460						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894491.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah13Mosaic1			478						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894492.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah14Mosaic1			473						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894493.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah15Mosaic1			474						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894494.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah16Mosaic1			475						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894495.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah17Mosaic1			467						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894496.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah18Dumas			472						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894497.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah19Mosaic1			475						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894498.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah20Mosaic1			465						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894499.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah21Mosaic1			465						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894500.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah22Mosaic1			465						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894501.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah23Mosaic1			475						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894502.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah24Mosaic1			477						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894503.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah25Mosaic1			473						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894504.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah122euro2			449						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894505.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah222euro2			420						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894506.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah322Mosaic1			414						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894507.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah422Mosaic1			418						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894508.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah522Mosaic1			414						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894509.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah622Mosaic1			413						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894510.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah722Mosaic1			419						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894511.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah822Mosaic1			396						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894512.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah922Mosaic1			414						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894513.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1022Mosaic1			415						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894514.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1122euro2			421						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894515.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1222Mosaic1			414						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894516.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1322Mosaic1			419						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894517.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1422Mosaic1			414						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894518.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1522Mosaic1			414						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894519.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1622Mosaic1			411						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894520.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1722Mosaic1			452						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894521.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1822Dumas			392						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894522.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah1922Mosaic1			408						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
LC894523.1			PARTIAL		Iraq	Asia									Homo sapiens		9606					2025-02-25	Basrah2022Mosaic1			412						2025-09-30T00:00:00Z		GenBank		Biology; 78, Basrah 00964	Iraq	Alag,R.N.,Alhmudi,H.A.,Almishry,M.K.,Habib,H.N.	2025-09-30T00:00:00Z								Human alphaherpesvirus 3		10335
